id,veh_value,exposure,veh_body,veh_age,gender,area,agecat,engine_type,max_power,driving_history_score,veh_color,marital_status,e_bill,time_of_week_driven,time_driven,trm_len,credit_score,low_education_ind
18544,4.800000000000001,0.026692091,SUV,1,M,A,6,petrol,138,57,white,M,0,weekday,6am - 12pm,12,660.0394782,0
11727,4.83,0.474266307,UTE,2,M,E,3,petrol,226,110,red,M,0,weekday,6am - 12pm,12,652.8834248,0
16769,6.53,0.248624924,SUV,3,F,C,2,electric,105,92,green,M,0,weekday,12pm - 6pm,12,641.3969572,0
5246,3.8800000000000003,0.708496821,STNWG,2,M,C,4,petrol,202,105,blue,S,1,weekend,12pm - 6pm,12,646.9369741,0
3927,6.07,0.355573529,HDTOP,3,M,A,1,petrol,225,94,silver,M,1,weekday,6pm - 12am,6,645.1942789,0
18969,6.73,0.472054503,SEDAN,3,M,B,3,petrol,126,89,green,S,0,weekend,12pm - 6pm,6,646.2789684,1
7153,5.34,0.18479147,SUV,2,M,D,4,petrol,132,89,red,M,1,weekday,6pm - 12am,6,646.870227,0
4270,3.9400000000000004,0.445154685,STNWG,2,M,D,4,dissel,145,88,black,S,0,weekday,6pm - 12am,6,661.2093999,1
20245,5.78,0.791292419,SUV,2,M,B,3,petrol,188,66,silver,M,1,weekday,6pm - 12am,12,640.8983474,0
7102,6.73,0.10323964,SUV,4,M,A,5,hybrid,133,81,gray,S,1,weekday,6am - 12pm,6,643.7733656,0
9392,7.16,0.370762135,SEDAN,4,M,A,3,petrol,117,91,white,S,0,weekday,6pm - 12am,6,653.0010312,0
20629,6.6000000000000005,0.492044464,SUV,4,M,B,2,petrol,168,88,gray,S,1,weekday,12pm - 6pm,12,631.7961093,0
8909,6.34,0.133616158,UTE,4,M,B,4,dissel,226,111,white,M,1,weekday,12pm - 6pm,12,670.4662819,0
14919,6.08,0.48454458,TRUCK,4,F,D,3,dissel,314,97,white,M,1,weekday,6am - 12pm,6,648.6881702,1
3586,4.5,0.886186586,MCARA,3,M,C,6,dissel,108,67,white,S,1,weekend,12pm - 6pm,12,657.0716326,1
3198,2.96,0.718408974,STNWG,1,F,A,3,dissel,106,61,gray,M,0,weekend,12pm - 6pm,12,642.3487341,0
248,6.800000000000001,0.650057969,SEDAN,4,M,B,5,petrol,115,126,black,M,1,weekday,6am - 12pm,12,655.3912252,0
5834,5.5200000000000005,0.247068158,SUV,2,F,B,4,petrol,190,77,red,M,1,weekday,12am - 6 am,12,645.9747465,0
2741,6.65,0.741986372,SEDAN,3,M,A,2,petrol,102,98,white,M,1,weekday,12am - 6 am,12,659.9117869,0
2725,6.29,0.089801288,HDTOP,4,F,F,2,dissel,257,107,black,M,1,weekday,6pm - 12am,6,658.4001902,0
10561,5.73,0.35559787,SEDAN,2,M,C,6,dissel,144,84,blue,S,0,weekend,6am - 12pm,6,650.6546117,0
17090,5.5,0.627899958,SUV,2,F,C,4,petrol,151,69,green,S,0,weekday,6am - 12pm,12,642.385611,0
9195,6.800000000000001,0.056590595,SUV,3,F,A,4,dissel,175,114,gray,S,1,weekday,6pm - 12am,12,659.6830203,0
7937,5.79,0.319811143,SEDAN,3,M,C,4,petrol,95,95,gray,S,0,weekday,6am - 12pm,6,638.1753798,0
7094,6.390000000000001,0.776416319,SUV,3,M,D,3,petrol,112,93,gray,S,1,weekday,6am - 12pm,12,639.5386758,0
11783,7.11,0.946808501,SEDAN,4,F,F,5,petrol,126,68,black,M,0,weekday,6am - 12pm,12,643.1592976,1
13112,5.48,0.482746343,SUV,2,M,A,3,petrol,144,75,gray,S,1,weekday,12pm - 6pm,12,649.2967673,0
14020,5.970000000000001,0.452094045,SUV,3,M,B,5,petrol,153,82,blue,M,0,weekday,6am - 12pm,6,637.0876906,1
14340,6.76,0.458251446,SUV,4,M,F,3,petrol,157,61,gray,M,1,weekday,6am - 12pm,12,659.8634376,0
17799,3.8000000000000003,0.132384045,TRUCK,2,F,B,1,dissel,267,117,black,M,1,weekday,6am - 12pm,12,644.5332307,0
11914,5.09,0.428442139,STNWG,3,F,A,1,hybrid,130,95,black,M,1,weekday,12am - 6 am,12,651.7282462,0
5666,6.59,0.101848994,SUV,3,F,A,3,petrol,161,94,black,M,0,weekday,6am - 12pm,12,659.9798013,0
15568,5.640000000000001,0.795169334,SUV,2,M,C,5,petrol,132,98,black,S,1,weekday,12pm - 6pm,12,656.5952657,0
8060,3.17,0.999318646,STNWG,3,F,C,2,electric,119,55,white,S,1,weekday,12pm - 6pm,12,643.1139378,1
1384,5.92,0.145195529,SEDAN,1,F,A,3,petrol,138,55,gray,M,1,weekday,6am - 12pm,6,651.6105444,0
6988,6.26,0.622944719,SUV,3,M,C,6,petrol,181,71,black,M,1,weekday,6am - 12pm,12,649.2918741,0
3419,6.33,0.140416755,STNWG,4,F,D,3,petrol,165,112,gray,S,1,weekday,6pm - 12am,6,665.406616,0
17258,6.130000000000001,0.148400738,STNWG,4,M,A,4,dissel,102,73,silver,S,1,weekday,6am - 12pm,12,670.7869326,0
15273,7.180000000000001,0.098308907,SUV,4,M,B,2,petrol,183,98,yellow,S,0,weekday,12pm - 6pm,12,652.1204456,0
17024,6.57,0.499050146,SUV,3,M,E,3,hybrid,112,55,black,S,1,weekday,12pm - 6pm,12,644.9905509,0
13695,5.5600000000000005,0.081758387,SUV,2,M,A,3,dissel,107,110,green,M,1,weekend,6pm - 12am,6,642.9666131,0
8221,6.99,0.443466116,SEDAN,4,F,B,1,petrol,116,66,white,S,0,weekday,6pm - 12am,6,671.579561,1
20599,6.0,0.335896909,SUV,2,M,B,3,dissel,152,131,black,M,1,weekend,12pm - 6pm,12,641.4919066,0
3818,5.8100000000000005,0.145210913,SEDAN,2,F,A,2,petrol,93,104,blue,S,1,weekday,12pm - 6pm,12,669.3744298,0
8092,6.300000000000001,0.19853026,SUV,3,M,D,1,petrol,141,83,white,S,1,weekday,6am - 12pm,6,641.1736872,0
12461,6.61,0.560930471,SUV,3,F,B,3,petrol,157,82,black,S,1,weekday,12pm - 6pm,12,656.4154217,0
22476,4.390000000000001,0.452587376,STNWG,1,F,C,3,petrol,117,100,black,S,1,weekday,6am - 12pm,12,644.262148,0
21245,3.89,0.241239323,UTE,2,F,F,2,petrol,259,96,brown,M,1,weekday,12pm - 6pm,12,651.5546437,0
12321,6.76,0.915122371,STNWG,4,F,A,4,dissel,174,55,white,S,1,weekday,6am - 12pm,12,639.3543631,1
10060,4.23,0.451311544,TRUCK,3,F,E,5,dissel,308,91,green,S,1,weekday,6am - 12pm,6,665.6961863,0
20654,6.680000000000001,0.441952585,SEDAN,4,M,D,2,electric,125,78,gray,S,0,weekday,6pm - 12am,6,666.1353006,1
3861,-0.41999999999999993,0.038584814,STNWG,1,F,E,5,petrol,143,57,white,S,0,weekday,12pm - 6pm,12,642.8644921,0
4179,5.82,0.422655846,SUV,2,F,A,4,electric,205,91,red,S,1,weekday,6am - 12pm,6,679.2428263,0
6445,6.84,0.846038703,SUV,4,M,C,3,petrol,161,71,gray,S,1,weekday,12pm - 6pm,12,651.9126126,0
11901,6.79,0.410678185,UTE,4,M,B,4,petrol,233,103,green,S,1,weekend,12pm - 6pm,12,647.0743692,0
1093,6.25,0.442091325,SEDAN,3,F,A,4,petrol,146,77,white,S,1,weekday,6am - 12pm,12,662.2572737,0
21569,4.41,0.434896851,UTE,2,F,A,3,electric,289,79,black,M,1,weekday,12pm - 6pm,12,647.6838117,0
15322,5.0600000000000005,0.365595932,SUV,1,F,B,6,petrol,201,59,red,M,0,weekend,6pm - 12am,6,648.3747479,0
8179,5.61,0.376654064,SEDAN,2,F,C,5,dissel,127,55,green,M,0,weekday,12am - 6 am,6,645.4021991,0
1115,2.9300000000000006,0.863426432,STNWG,2,M,C,2,petrol,101,55,gray,S,0,weekday,12pm - 6pm,12,642.2257608,0
14903,5.5200000000000005,0.394330203,STNWG,3,M,D,4,dissel,157,98,brown,S,1,weekday,12pm - 6pm,12,647.2896905,0
2728,6.09,0.906948491,HDTOP,3,F,A,2,petrol,275,100,white,M,1,weekend,6am - 12pm,12,640.445612,1
17946,5.7700000000000005,0.165448222,SEDAN,1,F,A,3,petrol,120,98,white,M,1,weekday,6am - 12pm,6,636.2745096,0
11515,7.0200000000000005,0.054379954,SUV,4,M,D,4,petrol,182,68,brown,S,0,weekday,6am - 12pm,6,648.2587205,0
3194,6.1000000000000005,0.416370068,UTE,3,F,B,1,petrol,211,85,black,S,0,weekday,6am - 12pm,6,641.4458024,0
6905,5.91,0.980644453,PANVN,2,F,A,5,dissel,120,98,green,M,1,weekday,6am - 12pm,12,635.5383148,1
218,6.630000000000001,0.24357832,SUV,4,F,B,2,petrol,188,99,black,S,1,weekday,12pm - 6pm,12,649.3712879,0
14367,5.470000000000001,0.149302077,SUV,2,M,C,3,dissel,152,77,white,S,1,weekday,12pm - 6pm,12,649.7337995,0
4557,6.42,0.458775284,SUV,3,F,B,5,petrol,118,70,black,M,1,weekday,12pm - 6pm,12,655.9304006,0
17336,6.67,0.449931226,SUV,4,M,A,2,petrol,177,150,black,M,0,weekday,6pm - 12am,12,639.428155,0
4171,5.83,0.775713158,SEDAN,3,M,B,5,petrol,136,72,red,S,0,weekday,6am - 12pm,12,639.1890396,0
17848,6.49,0.112849113,STNWG,4,F,A,2,dissel,151,69,yellow,S,1,weekend,12pm - 6pm,12,652.3322929,0
5983,6.36,0.050176344,SEDAN,4,F,C,5,dissel,108,72,black,S,0,weekend,6am - 12pm,12,643.2328443,0
19424,6.61,0.274086409,UTE,4,M,B,4,dissel,195,107,black,M,0,weekday,12pm - 6pm,12,654.5833423,0
7749,6.5,0.310983946,SUV,4,M,A,3,petrol,163,84,blue,M,0,weekday,6pm - 12am,12,639.1983449,0
3636,3.41,0.368002075,STNWG,2,M,F,4,petrol,105,114,black,S,1,weekend,6am - 12pm,12,660.7177102,0
8035,6.33,0.12941147,STNWG,4,M,C,2,petrol,151,79,gray,M,1,weekday,12pm - 6pm,12,654.2340151,0
21011,2.33,0.928098424,STNWG,1,F,A,4,hybrid,140,87,white,M,1,weekday,6am - 12pm,12,638.7303629,1
2347,5.91,0.144801104,STNWG,2,F,C,4,hybrid,127,81,white,M,1,weekday,6pm - 12am,12,644.1530082,0
11153,6.050000000000001,0.45303868,SEDAN,1,F,A,2,dissel,77,70,gray,M,0,weekday,6am - 12pm,12,647.49053,0
7048,6.79,0.152975705,SEDAN,4,M,A,6,petrol,106,104,yellow,S,1,weekday,12pm - 6pm,6,655.865421,0
7133,5.6000000000000005,0.924234829,SUV,2,M,C,3,petrol,142,84,yellow,M,1,weekend,6am - 12pm,12,646.2932344,1
8479,5.34,0.220508485,SUV,1,M,E,2,petrol,174,87,gray,S,1,weekday,12pm - 6pm,6,648.0431837,0
16041,6.430000000000001,0.320437201,SUV,4,M,D,4,petrol,162,81,black,S,1,weekend,12pm - 6pm,12,677.1084947,0
9962,4.94,0.053699918,SUV,1,F,A,4,hybrid,158,64,gray,S,0,weekday,6am - 12pm,6,644.3572543,0
12590,6.130000000000001,0.480592945,STNWG,3,M,C,3,dissel,131,66,blue,M,0,weekend,6am - 12pm,6,651.535659,1
17540,5.0,0.235189496,STNWG,3,M,A,5,dissel,125,105,red,M,1,weekday,12pm - 6pm,6,674.6511892,0
15699,7.260000000000001,0.234195608,SEDAN,4,M,B,4,dissel,102,55,white,S,1,weekday,12pm - 6pm,6,658.9501545,0
6400,5.23,0.180296101,SUV,2,M,B,1,petrol,127,67,black,S,1,weekend,12pm - 6pm,6,668.547076,0
4845,1.7800000000000002,0.624325637,STNWG,2,F,C,4,dissel,150,94,yellow,S,0,weekday,6am - 12pm,12,635.9127364,0
7931,3.7300000000000004,0.895487153,STNWG,2,M,F,3,petrol,157,100,green,S,0,weekday,6pm - 12am,12,655.7075504,1
5935,5.53,0.484637285,MCARA,4,M,D,2,petrol,105,55,gray,S,0,weekday,6am - 12pm,12,646.3479876,0
4192,5.5200000000000005,0.621721059,STNWG,3,F,E,1,hybrid,157,104,blue,S,1,weekend,6am - 12pm,12,645.8059781,0
11107,5.8100000000000005,0.209286775,STNWG,4,M,F,2,dissel,121,77,gray,S,0,weekday,12am - 6 am,6,648.5863959,0
2233,6.0200000000000005,0.419032092,STNWG,4,F,A,3,dissel,178,105,black,S,0,weekday,12am - 6 am,12,665.6870896,0
15645,6.890000000000001,0.342609395,SEDAN,4,F,C,5,petrol,144,113,black,M,1,weekday,12pm - 6pm,12,648.45398,0
12491,6.59,0.312213232,SUV,3,M,D,3,petrol,138,89,silver,M,1,weekend,6am - 12pm,6,646.3304822,0
7224,6.87,0.413005126,SEDAN,3,F,A,4,petrol,109,83,gray,M,1,weekday,12pm - 6pm,12,659.4170078,0
8055,7.0,0.432318924,SEDAN,4,M,A,4,petrol,92,55,silver,S,1,weekday,6am - 12pm,12,655.2895065,0
11877,6.2700000000000005,0.293963532,SEDAN,1,M,C,6,petrol,131,81,black,M,1,weekday,6pm - 12am,12,644.963116,0
7377,6.8100000000000005,0.629925888,UTE,4,F,C,2,petrol,188,105,gray,S,1,weekday,12am - 6 am,12,638.706306,0
18886,5.300000000000001,0.24155117,SUV,1,M,B,4,dissel,180,89,blue,S,1,weekday,12pm - 6pm,6,652.8746005,0
16746,6.130000000000001,0.058221249,SUV,2,F,A,3,petrol,191,104,white,S,1,weekday,12pm - 6pm,12,662.3554405,0
15432,6.220000000000001,0.397630613,SEDAN,2,M,A,3,petrol,103,86,red,M,1,weekday,6am - 12pm,12,641.6558464,0
10679,6.2,0.977683325,SUV,3,F,B,3,petrol,198,69,black,M,0,weekend,12pm - 6pm,12,637.3520366,1
11713,6.0600000000000005,0.456279526,HDTOP,3,F,A,4,dissel,212,109,black,M,0,weekday,6pm - 12am,12,648.2619332,0
22281,5.5600000000000005,0.451414297,SUV,1,M,C,2,dissel,106,106,brown,S,1,weekday,12pm - 6pm,6,641.0095244,1
2405,5.220000000000001,0.111645959,PANVN,2,F,B,1,dissel,73,95,red,M,1,weekend,12am - 6 am,6,646.8129406,0
9619,6.180000000000001,0.756036051,SEDAN,1,M,A,6,petrol,73,91,gray,M,0,weekday,6am - 12pm,12,679.7805695,0
6180,6.12,0.263080187,SEDAN,1,M,C,1,hybrid,152,80,blue,S,1,weekday,6am - 12pm,12,652.0283975,0
16081,6.4,0.373791761,SUV,3,F,A,4,petrol,151,113,blue,M,1,weekday,12pm - 6pm,6,656.4524527,0
18036,5.12,0.799164889,MCARA,3,F,B,5,petrol,153,85,gray,M,1,weekday,6pm - 12am,12,642.0208884,0
17731,5.8500000000000005,0.714538769,SEDAN,2,M,C,5,petrol,110,78,black,M,1,weekday,12pm - 6pm,12,643.8608689,0
11231,4.08,0.099464406,UTE,2,F,B,1,petrol,265,138,red,S,1,weekday,12pm - 6pm,6,648.4715924,0
6127,6.11,0.686716222,SEDAN,2,F,E,4,petrol,133,68,white,S,1,weekend,6am - 12pm,12,651.6291752,0
3519,2.24,0.419712731,STNWG,2,F,A,5,dissel,156,55,gray,S,0,weekend,6am - 12pm,6,641.6710811,0
16964,6.73,0.321697626,SUV,4,M,D,4,hybrid,118,74,gray,S,1,weekday,12pm - 6pm,6,645.4048687,0
9424,6.0600000000000005,0.34690336,SEDAN,1,M,A,2,petrol,103,79,white,M,1,weekday,6am - 12pm,12,648.2375096,0
284,6.17,0.026196836,SUV,2,M,B,4,petrol,112,55,blue,M,1,weekday,12pm - 6pm,12,638.4191291,0
16021,6.2,0.136851498,SUV,3,M,E,2,petrol,122,55,blue,M,1,weekday,6pm - 12am,6,655.3046668,0
4986,5.4,0.199620884,SUV,3,F,C,3,electric,141,71,brown,S,1,weekday,12pm - 6pm,12,641.2148878,0
2360,1.4500000000000002,0.071367608,STNWG,1,F,B,4,petrol,204,78,blue,S,1,weekday,6am - 12pm,12,640.3213207,0
5255,5.470000000000001,0.565398197,SEDAN,1,F,A,4,petrol,103,89,black,M,1,weekend,12pm - 6pm,12,647.2808614,0
20015,5.03,0.186401192,SUV,1,M,B,4,petrol,206,71,black,S,0,weekday,6am - 12pm,12,638.8779252,0
13134,6.53,0.214495486,SUV,3,M,D,1,petrol,182,91,blue,S,0,weekday,12pm - 6pm,12,643.6852629,0
